"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.429517585E0,1.282177866E-2,3.977477551E-2,3.502655029E-2
1.439557814E0,2.966748178E-2,-1.326596737E-2,-1.268386841E-4
1.449598044E0,-2.371646464E-2,-3.170609474E-2,6.314182281E-2
1.459638273E0,-3.138193488E-2,-8.980631828E-3,1.792116165E-1
1.469678502E0,-1.987463236E-2,-2.712905407E-2,1.875562668E-1
1.479718731E0,4.431194067E-2,-5.103302002E-2,1.143684387E-1
1.489758961E0,4.418018460E-2,-1.492953300E-2,4.081821442E-2
1.499799191E0,3.765214980E-2,-1.969897747E-2,-2.792739868E-2
1.509839420E0,3.893548250E-2,-2.691757679E-2,-9.903240204E-2
1.519910167E0,4.636062682E-2,-4.154121876E-2,-1.026859283E-1
1.529950396E0,-3.075078130E-3,-2.717268467E-2,1.826000214E-2
1.539990625E0,1.875004172E-2,9.748697281E-3,9.633064270E-2
1.550030854E0,-4.689723253E-3,-1.766431332E-2,1.816911697E-1
1.560071084E0,2.495025098E-2,-3.854370117E-2,2.310676575E-1
1.570111314E0,3.130155802E-2,-5.608487129E-2,1.054363251E-1
1.580151543E0,1.131805778E-2,-7.845473289E-2,5.363082886E-2
1.590191772E0,4.245306551E-2,-8.724451065E-3,-3.429603577E-2
1.600232001E0,-1.730698347E-2,-3.710436821E-2,-8.627128601E-2
1.610302748E0,-1.935739815E-2,-5.405652523E-2,-7.079792023E-2
1.620342977E0,1.739755273E-3,-2.931559086E-2,-2.434730530E-3
1.630383206E0,-1.149035990E-2,-3.243660927E-2,5.894184113E-2
1.640423437E0,-2.901676297E-2,-1.383829117E-2,1.132240295E-1
1.650463666E0,-3.643336892E-2,3.463172913E-2,6.673526764E-2
1.660503895E0,-2.128663659E-2,3.926444054E-2,1.051044464E-2
1.670544124E0,-3.744125366E-3,2.558946609E-2,1.196002960E-2
1.680584353E0,3.062950075E-2,-1.104831696E-3,-1.499080658E-2
1.690624583E0,3.548161685E-2,-5.256175995E-3,6.178855896E-3
1.700664812E0,4.346211255E-2,-1.085519791E-2,-1.074981689E-2
1.710735559E0,4.171575606E-2,2.345752716E-2,5.352306366E-2
1.720775789E0,9.830600023E-2,2.611327171E-2,1.463432312E-1
1.730816018E0,5.319271982E-2,2.317285538E-2,2.102603912E-1
1.740856247E0,6.412822008E-2,2.493524551E-2,1.036252975E-1
1.750896476E0,3.810401261E-2,2.983689308E-2,-5.833244324E-2
1.760936706E0,4.601086676E-2,2.679038048E-2,-1.270008087E-1
1.770976935E0,3.601232171E-2,-1.885724068E-2,8.006095886E-3
1.781017165E0,5.018129945E-2,-5.625700951E-2,1.385059357E-1
1.791057394E0,1.999804378E-2,-4.866814613E-2,1.588058472E-1
1.801128141E0,5.268111825E-3,-2.097439766E-2,7.107162476E-2
1.811168370E0,2.616725862E-2,-3.573369980E-2,2.123451233E-2
1.821208599E0,3.782390058E-2,-4.872679710E-2,-7.245063782E-3
1.831248829E0,-1.684333384E-2,-2.071046829E-2,1.750717163E-1
1.841289058E0,-1.548714936E-2,-3.739595413E-3,1.852722168E-1
1.851329287E0,8.388623595E-3,3.167557716E-2,1.402721405E-1
1.861369517E0,-5.606421828E-2,7.413387299E-3,1.073093414E-1
1.871409746E0,2.679893374E-2,1.163721085E-2,8.857536316E-2
1.881449976E0,2.122250199E-2,-7.557868958E-3,7.950496674E-2
1.891490205E0,4.368701577E-2,-6.797075272E-3,1.557064056E-2
1.901560952E0,5.269446969E-2,-2.729868889E-2,2.422332764E-4
1.911601181E0,9.506282210E-2,1.567125320E-3,3.080558777E-2
1.921641410E0,6.209492683E-2,5.734920502E-3,2.833747864E-2
1.931681639E0,6.722839177E-2,8.641242981E-3,-1.929283142E-2
1.941721869E0,-6.649297476E-2,-7.625246048E-2,3.116111755E-1
1.951762099E0,1.889348477E-1,-3.626036644E-2,-4.210281372E-2
1.961802328E0,-3.495626152E-2,-1.296622753E-1,9.685993195E-2
1.971842557E0,2.174836397E-2,-9.313869476E-2,9.006023407E-2
1.981913304E0,5.618059635E-2,-1.098825932E-1,-7.744789124E-3
1.991953533E0,4.929387569E-2,-8.742523193E-2,-2.325057983E-3
2.001993762E0,3.090175986E-2,-6.309890747E-2,4.610061646E-2
2.012033992E0,1.785677671E-2,-5.121088028E-2,2.262687683E-2
2.022074222E0,1.963768899E-2,-5.584001541E-2,-1.060724258E-1
2.032114451E0,-6.008371711E-3,-3.268098831E-2,-6.019020081E-2
