,,Name,Username,"User Profile","Tweet ID",Retweets,Comments,Favorites,"Is Retweet?",Date,"Tweet Text","Tweet Source","Status URL"
47,,aajjurrr,bacotnyasopan,https://www.twitter.com/bacotnyasopan,"ID: 1378577101087891459",48,9,610,no,"2021-04-04 05:16:08","@PBogang @KemensetnegRI ini sangat urgensi bagi negara ini, ashiap","Twitter for Android",https://www.twitter.com/bacotnyasopan/status/1378577101087891459
48,,꧋ꦲꦪꦶꦏ꧀ꦭꦤ꧉,hayiklanna_,https://www.twitter.com/hayiklanna_,"ID: 1378577989194014724",8,2,25,no,"2021-04-04 05:19:40","@KemensetnegRI https://t.co/szoMqYGCs9","Twitter for Android",https://www.twitter.com/hayiklanna_/status/1378577989194014724
49,,"⚖️ 𝙺𝚄𝚈𝙰𝙽𝙶 ⚖️",KMerinduku,https://www.twitter.com/KMerinduku,"ID: 1378579795592810499",7,3,241,no,"2021-04-04 05:26:50","@Bestsales18 @KemensetnegRI caranya bnyk duit jd org kaya dl lah milyarder... kl msh jelata jgn harap deh .... mimpi","Twitter for Android",https://www.twitter.com/KMerinduku/status/1378579795592810499
50,,Damayanti,Aidamayan,https://www.twitter.com/Aidamayan,"ID: 1378580678778871809",9,1,32,no,"2021-04-04 05:30:21","@KemensetnegRI 👇👇👇 https://t.co/wWp4dTP3ay","Twitter for Android",https://www.twitter.com/Aidamayan/status/1378580678778871809
51,,"Adelya Argentiana",ArgentianaA,https://www.twitter.com/ArgentianaA,"ID: 1378581292816629760",14,7,333,no,"2021-04-04 05:32:47","@Ozy_MoTo @KemensetnegRI Nyakitin berjuta2 rakyat bgt!!!","Twitter for Android",https://www.twitter.com/ArgentianaA/status/1378581292816629760
52,,"𝔑𝔞𝔲𝔯𝔞 𝔄𝔲𝔯𝔲𝔪 𝔎𝔥𝔞𝔫",NAurumn,https://www.twitter.com/NAurumn,"ID: 1378581407476314114",15,0,63,no,"2021-04-04 05:33:15","@KemensetnegRI Bangga ya, min mempertontonkan ketidakadilan?","Twitter for Android",https://www.twitter.com/NAurumn/status/1378581407476314114
53,,setiawan,bnzstwn,https://www.twitter.com/bnzstwn,"ID: 1378581414929571842",1,83,31,no,"2021-04-04 05:33:16","@KemensetnegRI ada yang jual netflix?","Twitter for Android",https://www.twitter.com/bnzstwn/status/1378581414929571842
54,,"Mijil Memanggil",tokobukumijil,https://www.twitter.com/tokobukumijil,"ID: 1378581507183284225",53,15,263,no,"2021-04-04 05:33:38","@KemensetnegRI misi bg jago, mau tanya, dari poin2 ini. dateng nikahan yutuber dan dirilis pers di akun sekneg masuk poin yg mana yaaa? makasi bg jago🙏🙏🙏🙏🙏 https://t.co/qf1lW8pGw8","Twitter Web App",https://www.twitter.com/tokobukumijil/status/1378581507183284225
55,,@potret_is,isilham1,https://www.twitter.com/isilham1,"ID: 1378581544692948995",9,1,64,no,"2021-04-04 05:33:47","@KemensetnegRI Pak Mensesneg mohon foto2 spt ini jgn dipertontonkan kepada kami rakyat biasa, tdk ada manfaatnya apalagi ditengah pandemi spt ini, lebih baik foto2 Bpk Presiden @jokowi dlm urusan negara saja yg bermanfaat lgsg buat rakyat yg ditampilkan","Twitter for Android",https://www.twitter.com/isilham1/status/1378581544692948995
56,,"Redi Prio",CakRedi,https://www.twitter.com/CakRedi,"ID: 1378581798305734657",153,18,2212,no,"2021-04-04 05:34:48","@KemensetnegRI Sedikit saran saja.Mohon twit ini di-bookmark dan screenshoot.Foto2 di atas kalau bisa dicetak.Jika kamu nanti nikahan dan didatangi Satpol PP,  tinggal tunjukkan.","Twitter Web App",https://www.twitter.com/CakRedi/status/1378581798305734657
