"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.727677880E1,-3.591302633E-1,-1.177947283E0,9.787496567E0
1.728681903E1,-3.399766386E-1,-1.233013868E0,9.706093788E0
1.729685925E1,-3.351882398E-1,-1.240196466E0,9.732429504E0
1.730693000E1,-3.663128614E-1,-1.244984865E0,9.804255486E0
1.731697022E1,-3.758896589E-1,-1.273715258E0,9.909601212E0
1.732704097E1,-3.567360640E-1,-1.312022567E0,9.880870819E0
1.733708119E1,-3.471592367E-1,-1.331176162E0,9.825803757E0
1.734715194E1,-3.375824392E-1,-1.314416766E0,9.763554573E0
1.735719216E1,-3.687070608E-1,-1.343147159E0,9.730035782E0
1.736723239E1,-3.806780577E-1,-1.340752959E0,9.742006302E0
1.737730313E1,-4.285621047E-1,-1.355118155E0,9.768342972E0
1.738734336E1,-4.501099288E-1,-1.367089152E0,9.852140427E0
1.739741410E1,-4.213795066E-1,-1.357512355E0,9.859322548E0
1.740745433E1,-4.141969085E-1,-1.355118155E0,9.873687744E0
1.741749455E1,-3.591302633E-1,-1.314416766E0,9.871294022E0
1.742756530E1,-3.639186621E-1,-1.316810966E0,9.883264542E0
1.743760552E1,-3.734954596E-1,-1.333570361E0,9.859322548E0
1.744767627E1,-3.998316824E-1,-1.362300754E0,9.806650162E0
1.745771649E1,-3.974374831E-1,-1.424550056E0,9.785101891E0
1.746775672E1,-3.902548850E-1,-1.441309452E0,9.758766174E0
1.747782746E1,-4.118026793E-1,-1.467645645E0,9.765948296E0
1.748786769E1,-4.094084799E-1,-1.486799240E0,9.816226959E0
1.749793843E1,-4.237737060E-1,-1.513135433E0,9.837775230E0
1.750797866E1,-3.998316824E-1,-1.563413739E0,9.813833237E0
1.751804940E1,-4.189853072E-1,-1.563413739E0,9.768342972E0
1.752808963E1,-4.141969085E-1,-1.589749932E0,9.751583099E0
1.753812985E1,-4.261679053E-1,-1.613691926E0,9.753977776E0
1.754820060E1,-4.165911078E-1,-1.599326730E0,9.720458984E0
1.755824082E1,-4.333505034E-1,-1.661576033E0,9.722852707E0
1.756831157E1,-4.429273009E-1,-1.719036818E0,9.777919769E0
1.757835179E1,-4.381389022E-1,-1.735796213E0,9.811438560E0
1.758842254E1,-4.453215301E-1,-1.728613615E0,9.732429504E0
1.759846276E1,-4.596867263E-1,-1.754949808E0,9.682151794E0
1.760850299E1,-4.764461517E-1,-1.771709204E0,9.636661530E0
1.761857373E1,-4.429273009E-1,-1.778891921E0,9.605537415E0
1.762861396E1,-4.572925270E-1,-1.848323703E0,9.624691010E0
1.763868470E1,-4.501099288E-1,-1.903390408E0,9.811438560E0
1.764872493E1,-4.381389022E-1,-1.877054095E0,9.993397713E0
1.765879567E1,-4.740519226E-1,-1.893813491E0,9.878476143E0
1.766883590E1,-5.075707436E-1,-1.948880196E0,9.610325813E0
1.767887612E1,-4.908113480E-1,-1.939303398E0,9.452308655E0
1.768894687E1,-4.548983276E-1,-1.934514999E0,9.476250648E0
1.769898709E1,-4.118026793E-1,-1.884236693E0,9.605537415E0
1.770905784E1,-4.237737060E-1,-1.855506301E0,9.770736694E0
1.771909806E1,-3.878606856E-1,-1.841141105E0,9.931148529E0
1.772916880E1,-4.285621047E-1,-1.867477298E0,9.957485199E0
1.773920903E1,-4.357447028E-1,-1.877054095E0,9.864110947E0
1.774924926E1,-4.668693244E-1,-1.879448295E0,9.737217903E0
1.775932000E1,-4.740519226E-1,-1.879448295E0,9.655815125E0
1.776936023E1,-5.051765442E-1,-1.898601890E0,9.653421402E0
1.777943097E1,-4.932055473E-1,-1.905784607E0,9.677363396E0
1.778947120E1,-5.003881454E-1,-1.896207690E0,9.665391922E0
1.779954194E1,-4.740519226E-1,-1.889025092E0,9.655815125E0
1.780958217E1,-4.740519226E-1,-1.917755604E0,9.677363396E0
1.781962239E1,-4.692635238E-1,-1.946485996E0,9.739612579E0
1.782969314E1,-4.477157295E-1,-1.956062794E0,9.761159897E0
1.783973336E1,-4.405331016E-1,-1.970427990E0,9.756371498E0
1.784980410E1,-4.525041282E-1,-2.020706177E0,9.727641106E0
1.785984433E1,-4.429273009E-1,-2.039859772E0,9.624691010E0
1.786991508E1,-4.477157295E-1,-2.063801765E0,9.634267807E0
1.787995530E1,-4.572925270E-1,-2.080561161E0,9.698910713E0
1.788999553E1,-4.525041282E-1,-2.090138197E0,9.749189377E0
1.790006627E1,-4.668693244E-1,-2.121262789E0,9.674968719E0
1.791010650E1,-4.596867263E-1,-2.138022184E0,9.572018623E0
1.792017724E1,-4.764461517E-1,-2.142810583E0,9.607931137E0
1.793021747E1,-4.860229492E-1,-2.138022184E0,9.662998199E0
1.794025769E1,-4.860229492E-1,-2.149993181E0,9.653421402E0
1.795032844E1,-4.908113480E-1,-2.147598982E0,9.600749016E0
1.796036866E1,-4.884171486E-1,-2.147598982E0,9.593565941E0
1.797043940E1,-4.572925270E-1,-2.161964178E0,9.593565941E0
1.798047963E1,-4.477157295E-1,-2.166752577E0,9.615114212E0
1.799055037E1,-4.381389022E-1,-2.183511972E0,9.651026726E0
1.800059060E1,-4.525041282E-1,-2.185906172E0,9.674968719E0
1.801063083E1,-4.572925270E-1,-2.209848166E0,9.715670586E0
1.802070157E1,-4.548983276E-1,-2.238578558E0,9.684545517E0
1.803074180E1,-4.860229492E-1,-2.245761156E0,9.643844604E0
1.804081254E1,-5.003881454E-1,-2.233790159E0,9.595960617E0
1.805085277E1,-4.716577232E-1,-2.248155355E0,9.605537415E0
1.806089299E1,-4.860229492E-1,-2.236184359E0,9.634267807E0
1.807096373E1,-4.764461517E-1,-2.212242365E0,9.670180321E0
1.808100396E1,-4.548983276E-1,-2.248155355E0,9.686940193E0
1.809107470E1,-4.620809257E-1,-2.257732153E0,9.667786598E0
1.810111493E1,-4.692635238E-1,-2.281674147E0,9.593565941E0
1.811118567E1,-4.477157295E-1,-2.274491549E0,9.631873131E0
1.812122590E1,-4.668693244E-1,-2.260126352E0,9.672574997E0
1.813126613E1,-4.644751251E-1,-2.260126352E0,9.672574997E0
1.814133687E1,-4.716577232E-1,-2.286462545E0,9.622296333E0
1.815137710E1,-4.525041282E-1,-2.319981337E0,9.588777542E0
1.816144784E1,-4.501099288E-1,-2.308010340E0,9.631873131E0
1.817148807E1,-4.501099288E-1,-2.322375536E0,9.629479408E0
1.818155881E1,-5.123591423E-1,-2.303221941E0,9.495404243E0
1.819159904E1,-4.261679053E-1,-2.348711967E0,9.583989143E0
1.820163926E1,-4.788403511E-1,-2.363077164E0,9.643844604E0
1.821171000E1,-4.094084799E-1,-2.365471363E0,9.706093788E0
1.822175023E1,-4.141969085E-1,-2.391807556E0,9.765948296E0
1.823182097E1,-4.525041282E-1,-2.351106167E0,9.660603523E0
1.824186120E1,-4.261679053E-1,-2.336740971E0,9.627084732E0
1.825193194E1,-5.027823448E-1,-2.370259762E0,9.572018623E0
1.826197217E1,-4.453215301E-1,-2.398990154E0,9.533711433E0
1.827204291E1,-4.165911078E-1,-2.398990154E0,9.449913979E0
1.828208314E1,-4.070142806E-1,-2.442085743E0,9.461885452E0
1.829215388E1,-4.189853072E-1,-2.523488522E0,9.536105156E0
1.830219411E1,-3.902548850E-1,-2.521094322E0,9.773131371E0
1.831223433E1,-4.429273009E-1,-2.518700123E0,9.854534149E0
1.832230508E1,-4.716577232E-1,-2.549824715E0,9.627084732E0
1.833234530E1,-4.788403511E-1,-2.547430515E0,9.315838814E0
1.834241605E1,-4.572925270E-1,-2.559401512E0,9.229647636E0
1.835245627E1,-4.453215301E-1,-2.564189911E0,9.236829758E0
1.836252702E1,-4.501099288E-1,-2.583343744E0,9.423578262E0
1.837256724E1,-4.333505034E-1,-2.600103140E0,9.660603523E0
1.838260747E1,-4.788403511E-1,-2.578555346E0,9.868899345E0
1.839267821E1,-4.620809257E-1,-2.583343744E0,9.861717224E0
1.840271844E1,-4.836287498E-1,-2.597708941E0,9.555258751E0
1.841278918E1,-5.243301988E-1,-2.607285738E0,9.311050415E0
1.842282941E1,-5.386953950E-1,-2.602497339E0,9.291896820E0
1.843286963E1,-5.315127969E-1,-2.640804529E0,9.454702377E0
1.844294038E1,-4.955997467E-1,-2.636016130E0,9.622296333E0
1.845298060E1,-4.932055473E-1,-2.640804529E0,9.639056206E0
1.846305135E1,-4.955997467E-1,-2.657563925E0,9.646238327E0
1.847309157E1,-4.692635238E-1,-2.609679937E0,9.629479408E0
1.848313180E1,-4.692635238E-1,-2.566584110E0,9.593565941E0
1.849320254E1,-4.501099288E-1,-2.549824715E0,9.514557838E0
1.850324277E1,-4.381389022E-1,-2.554613113E0,9.454702377E0
1.851331351E1,-4.261679053E-1,-2.576161146E0,9.416395187E0
1.852335374E1,-4.094084799E-1,-2.564189911E0,9.531316757E0
1.853342448E1,-3.926490843E-1,-2.578555346E0,9.641449928E0
1.854346471E1,-3.663128614E-1,-2.557007313E0,9.648633003E0
1.855353545E1,-3.974374831E-1,-2.564189911E0,9.538499832E0
1.856357568E1,-4.094084799E-1,-2.564189911E0,9.392453194E0
1.857361590E1,-3.878606856E-1,-2.542642117E0,9.361329079E0
1.858368665E1,-3.615244627E-1,-2.511517525E0,9.390059471E0
1.859372687E1,-3.758896589E-1,-2.525882721E0,9.452308655E0
1.860379762E1,-3.830722570E-1,-2.545036316E0,9.516951561E0
1.861383784E1,-3.926490843E-1,-2.535459518E0,9.627084732E0
1.862390859E1,-3.926490843E-1,-2.554613113E0,9.677363396E0
1.863394881E1,-4.070142806E-1,-2.552218914E0,9.670180321E0
1.864398904E1,-3.974374831E-1,-2.557007313E0,9.528923035E0
1.865405978E1,-3.854664862E-1,-2.533065319E0,9.493009567E0
1.866410001E1,-3.998316824E-1,-2.533065319E0,9.461885452E0
1.867417075E1,-3.902548850E-1,-2.494758129E0,9.500192642E0
1.868421098E1,-3.806780577E-1,-2.492363930E0,9.526528358E0
1.869428172E1,-3.854664862E-1,-2.475604534E0,9.572018623E0
1.870432195E1,-3.711012602E-1,-2.444479942E0,9.658209801E0
1.871436217E1,-3.782838583E-1,-2.401384354E0,9.823410034E0
1.872443292E1,-3.758896589E-1,-2.358288765E0,9.897629738E0
1.873447314E1,-3.687070608E-1,-2.312798738E0,9.763554573E0
1.874454389E1,-3.639186621E-1,-2.260126352E0,9.598354340E0
1.875458411E1,-3.495534360E-1,-2.212242365E0,9.459490776E0
1.876465486E1,-3.447650373E-1,-2.166752577E0,9.323021889E0
1.877469508E1,-3.471592367E-1,-2.149993181E0,9.366117477E0
1.878473531E1,-3.615244627E-1,-2.133233786E0,9.536105156E0
1.879480605E1,-3.711012602E-1,-2.138022184E0,9.619902611E0
1.880484628E1,-3.782838583E-1,-2.147598982E0,9.706093788E0
1.881491702E1,-3.663128614E-1,-2.154781580E0,9.730035782E0
1.882495725E1,-3.950432837E-1,-2.164358377E0,9.773131371E0
1.883502799E1,-4.118026793E-1,-2.104503393E0,9.734824181E0
1.884506822E1,-3.926490843E-1,-2.078166962E0,9.665391922E0
1.885513896E1,-3.303998411E-1,-2.054224968E0,9.631873131E0
1.886517919E1,-3.280056417E-1,-2.047042370E0,9.667786598E0
1.887521941E1,-3.160346150E-1,-2.075772762E0,9.715670586E0
1.888529016E1,-3.112462163E-1,-2.032677174E0,9.732429504E0
1.889533038E1,-3.064578176E-1,-1.987187386E0,9.720458984E0
1.890540112E1,-3.399766386E-1,-1.994369984E0,9.691728592E0
1.891544135E1,-3.758896589E-1,-1.980004787E0,9.655815125E0
1.892551209E1,-3.423708379E-1,-1.965639591E0,9.583989143E0
1.893555232E1,-3.375824392E-1,-1.970427990E0,9.643844604E0
1.894562306E1,-3.040636182E-1,-1.941697598E0,9.756371498E0
1.895566329E1,-2.968810201E-1,-1.915361404E0,9.988609314E0
1.896570352E1,-3.136404157E-1,-1.874659896E0,9.921571732E0
1.897577426E1,-3.232172430E-1,-1.845929503E0,9.557653427E0
1.898581448E1,-3.184288144E-1,-1.819593310E0,9.356540680E0
1.899588523E1,-3.351882398E-1,-1.783680320E0,9.342175484E0
1.900592545E1,-2.825157940E-1,-1.731007814E0,9.488221169E0
1.901599620E1,-2.896983922E-1,-1.697489023E0,9.710882187E0
1.902603642E1,-2.801215947E-1,-1.678335428E0,9.967061996E0
1.903607665E1,-2.681505978E-1,-1.663970232E0,1.016099167E1
1.904614739E1,-2.896983922E-1,-1.666364431E0,1.016578007E1
1.905618762E1,-2.849099934E-1,-1.635239720E0,1.000297451E1
1.906625836E1,-2.513911724E-1,-1.589749932E0,9.797073364E0
1.907629859E1,-2.513911724E-1,-1.572990537E0,9.607931137E0
1.908633882E1,-2.944868207E-1,-1.563413739E0,9.557653427E0
1.909640956E1,-2.896983922E-1,-1.587355733E0,9.600749016E0
1.910644979E1,-3.136404157E-1,-1.561019540E0,9.677363396E0
1.911652053E1,-3.184288144E-1,-1.541865945E0,9.727641106E0
1.912656075E1,-2.896983922E-1,-1.546654344E0,9.756371498E0
1.913663150E1,-2.944868207E-1,-1.539471745E0,9.806650162E0
1.914667172E1,-2.777273953E-1,-1.553836942E0,9.842563629E0
1.915674247E1,-2.561795712E-1,-1.572990537E0,9.806650162E0
1.916678269E1,-2.394201756E-1,-1.575384736E0,9.761159897E0
1.917682292E1,-2.489969730E-1,-1.563413739E0,9.756371498E0
1.918689366E1,-2.585737705E-1,-1.556231141E0,9.792284966E0
1.919693389E1,-2.202665508E-1,-1.551442742E0,9.888052940E0
1.920700463E1,-3.088520169E-1,-1.484405041E0,9.816226959E0
1.921704486E1,-2.322375625E-1,-1.491587639E0,9.749189377E0
1.922711560E1,-2.681505978E-1,-1.467645645E0,9.727641106E0
1.923715583E1,-2.537853718E-1,-1.434126854E0,9.715670586E0
1.924719605E1,-2.154781520E-1,-1.426944256E0,9.813833237E0
1.925726680E1,-2.944868207E-1,-1.391031146E0,9.773131371E0
1.926730702E1,-2.202665508E-1,-1.403002143E0,9.868899345E0
1.927737777E1,-3.112462163E-1,-1.347935557E0,9.943120003E0
1.928741799E1,-2.418143749E-1,-1.319205165E0,9.885659218E0
1.929745822E1,-2.705447972E-1,-1.338358760E0,9.823410034E0
1.930752896E1,-2.633621991E-1,-1.326387763E0,9.801861763E0
1.931756919E1,-2.489969730E-1,-1.331176162E0,9.787496567E0
1.932763993E1,-2.657563984E-1,-1.326387763E0,9.780313492E0
1.933768016E1,-2.633621991E-1,-1.288080573E0,9.789890289E0
1.934775090E1,-2.418143749E-1,-1.280897856E0,9.789890289E0
1.935779113E1,-2.561795712E-1,-1.290474772E0,9.809044838E0
1.936783135E1,-2.609679997E-1,-1.252167463E0,9.840168953E0
1.937790210E1,-2.250549644E-1,-1.268926859E0,9.888052940E0
1.938794232E1,-2.298433632E-1,-1.254561663E0,9.859322548E0
1.939798255E1,-2.250549644E-1,-1.259350061E0,9.840168953E0
1.940805329E1,-2.346317619E-1,-1.252167463E0,9.782708168E0
1.941809352E1,-2.537853718E-1,-1.221042871E0,9.804255486E0
1.942816426E1,-2.513911724E-1,-1.218648672E0,9.799467087E0
1.943820449E1,-2.609679997E-1,-1.192312479E0,9.785101891E0
1.944827523E1,-2.394201756E-1,-1.180341482E0,9.842563629E0
1.945831546E1,-3.088520169E-1,-1.204283476E0,9.840168953E0
1.946835568E1,-2.394201756E-1,-1.182735682E0,9.825803757E0
1.947842643E1,-2.418143749E-1,-1.182735682E0,9.825803757E0
1.948846665E1,-2.346317619E-1,-1.175553083E0,9.782708168E0
1.949853740E1,-2.561795712E-1,-1.154005170E0,9.746794701E0
1.950857762E1,-2.322375625E-1,-1.144428372E0,9.763554573E0
1.951861785E1,-2.226607651E-1,-1.118092179E0,9.835380554E0
1.952868859E1,-2.059013397E-1,-1.074996591E0,9.921571732E0
1.953872882E1,-2.322375625E-1,-1.053448796E0,9.921571732E0
1.954879956E1,-2.178723514E-1,-1.060631394E0,9.904812813E0
1.955883979E1,-1.867477298E-1,-1.046266198E0,9.897629738E0
1.956891053E1,-2.130839527E-1,-1.036689281E0,9.842563629E0
1.957895076E1,-2.298433632E-1,-1.022324085E0,9.758766174E0
1.958899098E1,-2.130839527E-1,-1.036689281E0,9.713275909E0
1.959906173E1,-2.202665508E-1,-1.041477680E0,9.794678688E0
1.960910195E1,-2.011129409E-1,-1.015141487E0,1.001973438E1
1.961917270E1,-1.939303428E-1,-9.744400978E-1,1.007958889E1
1.962921292E1,-1.675941199E-1,-9.840168953E-1,9.907206535E0
1.963928367E1,-2.011129409E-1,-1.019929886E0,9.550470352E0
1.964932389E1,-2.178723514E-1,-1.043871999E0,9.358934402E0
1.965936412E1,-2.202665508E-1,-1.022324085E0,9.509769440E0
1.966943486E1,-2.082955539E-1,-1.012747288E0,9.873687744E0
1.967947509E1,-2.059013397E-1,-9.696516991E-1,1.016817474E1
1.968954583E1,-1.819593310E-1,-9.289502501E-1,1.027591324E1
1.969958606E1,-1.891419291E-1,-9.337386489E-1,1.022563553E1
1.970962628E1,-2.011129409E-1,-9.145850539E-1,1.003649330E1
1.971969703E1,-2.130839527E-1,-8.882488012E-1,9.842563629E0
1.972973725E1,-2.226607651E-1,-8.762778044E-1,9.739612579E0
1.973980800E1,-2.202665508E-1,-8.427590132E-1,9.732429504E0
1.974984822E1,-1.915361285E-1,-8.451532125E-1,9.718064308E0
1.975991897E1,-2.059013397E-1,-8.355764151E-1,9.806650162E0
1.976995919E1,-2.154781520E-1,-8.259995580E-1,9.816226959E0
1.977999942E1,-2.250549644E-1,-8.283938169E-1,9.835380554E0
1.979007016E1,-2.250549644E-1,-8.068459630E-1,9.840168953E0
1.980011039E1,-2.059013397E-1,-8.068459630E-1,9.866505623E0
1.981018113E1,-2.106897533E-1,-8.307880163E-1,9.873687744E0
1.982022136E1,-1.867477298E-1,-8.236053586E-1,9.878476143E0
1.983029210E1,-1.867477298E-1,-8.092401624E-1,9.890447617E0
1.984033233E1,-2.011129409E-1,-8.259995580E-1,9.890447617E0
1.985037255E1,-1.867477298E-1,-8.212111592E-1,9.904812813E0
1.986044330E1,-1.795651317E-1,-8.164227605E-1,9.876082420E0
1.987048352E1,-1.771709323E-1,-7.972691655E-1,9.806650162E0
1.988055427E1,-1.867477298E-1,-7.900865674E-1,9.775525093E0
1.989059449E1,-1.867477298E-1,-7.924807668E-1,9.818621635E0
1.990063472E1,-1.747767180E-1,-7.589619160E-1,9.878476143E0
1.991070546E1,-2.011129409E-1,-7.254431248E-1,9.933543205E0
1.992074569E1,-2.130839527E-1,-6.943184733E-1,9.935936928E0
1.993081643E1,-2.059013397E-1,-6.488286853E-1,9.955090523E0
1.994085666E1,-2.082955539E-1,-6.775590777E-1,9.933543205E0
1.995092740E1,-2.035071403E-1,-6.536170840E-1,9.883264542E0
1.996096763E1,-1.843535304E-1,-6.631938815E-1,9.895236015E0
1.997100785E1,-1.939303428E-1,-6.799532771E-1,9.904812813E0
1.998107860E1,-1.939303428E-1,-6.679822803E-1,9.871294022E0
1.999111882E1,-1.915361285E-1,-6.655880809E-1,9.859322548E0
2.000118956E1,-1.963245422E-1,-6.703764796E-1,9.856928825E0
2.001122979E1,-2.394201756E-1,-6.631938815E-1,9.916783333E0
2.002127002E1,-2.466027737E-1,-6.488286853E-1,9.947908401E0
2.003134076E1,-2.322375625E-1,-6.584054828E-1,9.964667320E0
2.004138099E1,-2.035071403E-1,-6.775590777E-1,9.926360130E0
2.005145173E1,-2.178723514E-1,-6.991068721E-1,9.909601212E0
2.006149196E1,-2.394201756E-1,-6.823474765E-1,9.902418137E0
2.007156270E1,-2.346317619E-1,-7.015010715E-1,9.902418137E0
2.008160293E1,-2.561795712E-1,-6.943184733E-1,9.890447617E0
2.009164315E1,-2.537853718E-1,-6.823474765E-1,9.844957352E0
2.010171390E1,-2.489969730E-1,-7.110779285E-1,9.823410034E0
2.011175412E1,-2.849099934E-1,-7.254431248E-1,9.832986832E0
2.012182486E1,-2.920926213E-1,-7.374141216E-1,9.830592155E0
2.013186509E1,-2.825157940E-1,-7.805097699E-1,9.856928825E0
2.014190532E1,-2.633621991E-1,-8.236053586E-1,9.821015358E0
2.015197606E1,-2.489969730E-1,-8.738836050E-1,9.787496567E0
2.016201629E1,-2.729389966E-1,-9.050082564E-1,9.758766174E0
2.017208703E1,-2.513911724E-1,-9.313444495E-1,9.775525093E0
2.018212726E1,-2.394201756E-1,-9.600749016E-1,9.742006302E0
2.019216748E1,-2.729389966E-1,-9.457096457E-1,9.797073364E0
2.020223823E1,-2.609679997E-1,-9.935936928E-1,9.842563629E0
2.021227845E1,-3.280056417E-1,-1.058237195E0,9.787496567E0
2.022234920E1,-2.849099934E-1,-1.146822572E0,9.847352028E0
2.023238942E1,-2.322375625E-1,-1.125274777E0,9.799467087E0
2.024246016E1,-2.298433632E-1,-1.031900883E0,9.732429504E0
2.025250039E1,-2.561795712E-1,-1.003170490E0,9.799467087E0
2.026254062E1,-2.753331959E-1,-9.911994934E-1,9.811438560E0
2.027261136E1,-2.513911724E-1,-1.031900883E0,9.940725327E0
2.028265159E1,-2.729389966E-1,-1.005564690E0,9.880870819E0
2.029272233E1,-2.896983922E-1,-9.983820915E-1,9.938331604E0
2.030276256E1,-3.040636182E-1,-9.911994934E-1,9.892841339E0
2.031280278E1,-2.873041928E-1,-9.528923035E-1,9.876082420E0
2.032287353E1,-2.944868207E-1,-9.313444495E-1,9.722852707E0
2.033291375E1,-2.825157940E-1,-9.409212470E-1,9.684545517E0
2.034298450E1,-2.920926213E-1,-9.864110947E-1,9.797073364E0
2.035302472E1,-2.944868207E-1,-9.696516991E-1,1.002691650E1
2.036306495E1,-3.232172430E-1,-9.935936928E-1,1.008437729E1
2.037313569E1,-3.375824392E-1,-1.065419793E0,9.866505623E0
2.038317592E1,-3.423708379E-1,-1.144428372E0,9.543288231E0
2.039324666E1,-3.591302633E-1,-1.204283476E0,9.421183586E0
2.040328689E1,-3.232172430E-1,-1.218648672E0,9.576807022E0
2.041335763E1,-3.375824392E-1,-1.252167463E0,9.859322548E0
2.042339786E1,-3.088520169E-1,-1.252167463E0,1.011550236E1
2.043346860E1,-3.375824392E-1,-1.249773264E0,1.019929886E1
2.044350883E1,-3.280056417E-1,-1.256955862E0,1.005325317E1
2.045354905E1,-3.639186621E-1,-1.285686255E0,9.801861763E0
2.046361979E1,-3.639186621E-1,-1.300051570E0,9.670180321E0
2.047366002E1,-3.806780577E-1,-1.345541358E0,9.629479408E0
2.048373076E1,-3.950432837E-1,-1.424550056E0,9.610325813E0
2.049377099E1,-3.806780577E-1,-1.465251446E0,9.643844604E0
2.050384173E1,-3.591302633E-1,-1.455674648E0,9.662998199E0
2.051388196E1,-3.830722570E-1,-1.472434044E0,9.691728592E0
2.052392219E1,-3.567360640E-1,-1.470039845E0,9.758766174E0
2.053399293E1,-3.711012602E-1,-1.465251446E0,9.804255486E0
2.054403316E1,-3.830722570E-1,-1.474828243E0,9.801861763E0
2.055410390E1,-3.711012602E-1,-1.508347034E0,9.780313492E0
2.056414413E1,-3.758896589E-1,-1.529894829E0,9.761159897E0
2.057421487E1,-3.639186621E-1,-1.537077546E0,9.797073364E0
2.058425510E1,-3.471592367E-1,-1.522712231E0,9.811438560E0
2.059432584E1,-3.495534360E-1,-1.515529633E0,9.821015358E0
2.060436606E1,-3.303998411E-1,-1.503558636E0,9.816226959E0
2.061440629E1,-3.423708379E-1,-1.515529633E0,9.761159897E0
2.062447703E1,-3.184288144E-1,-1.486799240E0,9.756371498E0
2.063451726E1,-3.112462163E-1,-1.498770237E0,9.763554573E0
2.064458800E1,-3.591302633E-1,-1.493981838E0,9.761159897E0
2.065462823E1,-3.519476354E-1,-1.472434044E0,9.734824181E0
2.066466846E1,-3.327940404E-1,-1.467645645E0,9.732429504E0
2.067473920E1,-3.256114423E-1,-1.484405041E0,9.739612579E0
2.068477943E1,-3.232172430E-1,-1.544260144E0,9.773131371E0
2.069485017E1,-3.423708379E-1,-1.537077546E0,9.792284966E0
2.070489039E1,-3.543418646E-1,-1.529894829E0,9.801861763E0
2.071496114E1,-3.519476354E-1,-1.575384736E0,9.713275909E0
2.072500136E1,-3.615244627E-1,-1.599326730E0,9.698910713E0
2.073504159E1,-3.782838583E-1,-1.642422318E0,9.691728592E0
2.074511233E1,-4.022258818E-1,-1.683123827E0,9.744400978E0
2.075515256E1,-3.687070608E-1,-1.728613615E0,9.794678688E0
2.076522330E1,-4.022258818E-1,-1.766920805E0,9.797073364E0
2.077526353E1,-4.237737060E-1,-1.757344007E0,9.739612579E0
2.078533427E1,-4.141969085E-1,-1.766920805E0,9.701305389E0
2.079537450E1,-4.141969085E-1,-1.810016513E0,9.701305389E0
2.080541472E1,-4.357447028E-1,-1.838746905E0,9.691728592E0
2.081548547E1,-4.357447028E-1,-1.862688899E0,9.658209801E0
2.082552569E1,-4.189853072E-1,-1.877054095E0,9.612719536E0
2.083559644E1,-4.644751251E-1,-1.905784607E0,9.639056206E0
2.084563666E1,-4.525041282E-1,-1.903390408E0,9.703699112E0
2.085570741E1,-5.027823448E-1,-1.915361404E0,9.622296333E0
2.086574763E1,-4.501099288E-1,-1.898601890E0,9.641449928E0
2.087578786E1,-4.979939461E-1,-1.922544003E0,9.658209801E0
2.088585860E1,-4.692635238E-1,-1.915361404E0,9.725247383E0
2.089589883E1,-4.285621047E-1,-1.920149803E0,9.698910713E0
2.090596957E1,-4.357447028E-1,-1.896207690E0,9.701305389E0
2.091600980E1,-4.644751251E-1,-1.910573006E0,9.667786598E0
2.092605002E1,-4.955997467E-1,-1.898601890E0,9.674968719E0
2.093612077E1,-4.620809257E-1,-1.910573006E0,9.691728592E0
2.094616099E1,-4.620809257E-1,-1.905784607E0,9.662998199E0
2.095623174E1,-4.501099288E-1,-1.900996208E0,9.615114212E0
2.096627196E1,-4.620809257E-1,-1.958456993E0,9.576807022E0
2.097634271E1,-4.501099288E-1,-1.991975784E0,9.627084732E0
2.098638293E1,-4.285621047E-1,-2.027888775E0,9.825803757E0
2.099642316E1,-4.453215301E-1,-2.013523579E0,9.868899345E0
2.100649390E1,-4.525041282E-1,-2.051830769E0,9.653421402E0
2.101653413E1,-4.381389022E-1,-2.066195965E0,9.464279175E0
2.102660487E1,-4.501099288E-1,-2.061407566E0,9.399636269E0
2.103664510E1,-4.548983276E-1,-2.070984364E0,9.471462250E0
2.104671584E1,-4.285621047E-1,-2.042253971E0,9.655815125E0
2.105675607E1,-4.285621047E-1,-2.042253971E0,9.821015358E0
2.106679629E1,-4.716577232E-1,-2.013523579E0,9.938331604E0
2.107686704E1,-4.908113480E-1,-2.037465572E0,9.940725327E0
2.108690726E1,-4.740519226E-1,-2.037465572E0,9.832986832E0
2.109697801E1,-4.740519226E-1,-2.039859772E0,9.639056206E0
2.110701823E1,-4.764461517E-1,-2.059013367E0,9.507374763E0
2.111708898E1,-4.716577232E-1,-2.054224968E0,9.433155060E0
2.112712920E1,-4.620809257E-1,-2.099714994E0,9.512163162E0
2.113716943E1,-5.171475410E-1,-2.118868589E0,9.612719536E0
2.114724017E1,-5.195417404E-1,-2.138022184E0,9.658209801E0
2.115728040E1,-5.027823448E-1,-2.142810583E0,9.703699112E0
2.116735114E1,-5.219359994E-1,-2.171540976E0,9.665391922E0
2.117739137E1,-5.267243981E-1,-2.169146776E0,9.600749016E0
2.118746211E1,-5.123591423E-1,-2.238578558E0,9.595960617E0
2.119750234E1,-4.764461517E-1,-2.267308950E0,9.588777542E0
2.120754256E1,-4.908113480E-1,-2.293645144E0,9.682151794E0
2.121761331E1,-5.219359994E-1,-2.315192938E0,9.679757118E0
2.122765353E1,-4.908113480E-1,-2.312798738E0,9.605537415E0
2.123772428E1,-5.889736414E-1,-2.293645144E0,9.516951561E0
2.124776450E1,-5.315127969E-1,-2.331952572E0,9.445125580E0
