"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.597848558E1,-5.003881454E-1,-1.335964561E0,9.521739960E0
4.598855633E1,-5.195417404E-1,-1.422155857E0,9.449913979E0
4.599859656E1,-4.884171486E-1,-1.465251446E0,9.583989143E0
4.600863679E1,-4.429273009E-1,-1.501164436E0,9.813833237E0
4.601870754E1,-4.836287498E-1,-1.534683347E0,1.001494598E1
4.602874777E1,-4.165911078E-1,-1.525106430E0,1.004367638E1
4.603881851E1,-4.932055473E-1,-1.510741234E0,9.988609314E0
4.604885874E1,-5.291185975E-1,-1.491587639E0,9.806650162E0
4.605892949E1,-5.363011956E-1,-1.477222443E0,9.646238327E0
4.606896972E1,-5.482721925E-1,-1.486799240E0,9.607931137E0
4.607900995E1,-5.171475410E-1,-1.496376038E0,9.567230225E0
4.608908070E1,-5.171475410E-1,-1.491587639E0,9.615114212E0
4.609912093E1,-4.812345505E-1,-1.484405041E0,9.610325813E0
4.610919167E1,-5.027823448E-1,-1.443703651E0,9.746794701E0
4.611923190E1,-5.051765442E-1,-1.417367458E0,9.842563629E0
4.612930265E1,-4.955997467E-1,-1.417367458E0,9.849745750E0
4.613934288E1,-5.171475410E-1,-1.429338455E0,9.837775230E0
4.614938311E1,-4.764461517E-1,-1.431732655E0,9.789890289E0
4.615945386E1,-4.644751251E-1,-1.441309452E0,9.789890289E0
4.616949409E1,-4.716577232E-1,-1.477222443E0,9.835380554E0
4.617956483E1,-3.974374831E-1,-1.503558636E0,9.988609314E0
4.618960506E1,-4.668693244E-1,-1.496376038E0,9.813833237E0
4.619964529E1,-4.405331016E-1,-1.513135433E0,9.770736694E0
4.620971604E1,-5.315127969E-1,-1.496376038E0,9.715670586E0
4.621975627E1,-4.477157295E-1,-1.489193439E0,9.689333916E0
4.622982701E1,-4.932055473E-1,-1.522712231E0,9.744400978E0
4.623986724E1,-5.123591423E-1,-1.522712231E0,9.706093788E0
4.624993799E1,-4.525041282E-1,-1.532289028E0,9.749189377E0
4.625997822E1,-4.812345505E-1,-1.575384736E0,9.758766174E0
4.627001845E1,-4.333505034E-1,-1.599326730E0,9.775525093E0
4.628008920E1,-4.644751251E-1,-1.608903527E0,9.744400978E0
4.629012943E1,-4.860229492E-1,-1.620874524E0,9.715670586E0
4.630020017E1,-5.075707436E-1,-1.651999116E0,9.701305389E0
4.631024040E1,-5.123591423E-1,-1.647210717E0,9.708487511E0
4.632028063E1,-5.243301988E-1,-1.685518026E0,9.734824181E0
4.633035138E1,-5.363011956E-1,-1.702277422E0,9.715670586E0
4.634039161E1,-5.027823448E-1,-1.733402014E0,9.775525093E0
4.635046236E1,-5.291185975E-1,-1.754949808E0,9.777919769E0
4.636050258E1,-5.219359994E-1,-1.776497602E0,9.718064308E0
4.637054281E1,-5.410895944E-1,-1.793257117E0,9.725247383E0
4.638061356E1,-5.698199868E-1,-1.786074519E0,9.706093788E0
4.639065379E1,-5.291185975E-1,-1.781286120E0,9.662998199E0
4.640072454E1,-5.506663918E-1,-1.790862918E0,9.682151794E0
4.641076477E1,-5.506663918E-1,-1.774103403E0,9.662998199E0
4.642083551E1,-5.363011956E-1,-1.802833915E0,9.701305389E0
4.643087574E1,-5.482721925E-1,-1.843535304E0,9.744400978E0
4.644094649E1,-5.578489900E-1,-1.845929503E0,9.742006302E0
4.645098672E1,-5.315127969E-1,-1.848323703E0,9.732429504E0
4.646102695E1,-5.315127969E-1,-1.838746905E0,9.718064308E0
4.647109770E1,-5.171475410E-1,-1.826775908E0,9.674968719E0
4.648113792E1,-5.363011956E-1,-1.802833915E0,9.662998199E0
4.649120867E1,-5.195417404E-1,-1.781286120E0,9.679757118E0
4.650124890E1,-5.315127969E-1,-1.786074519E0,9.765948296E0
4.651128913E1,-5.315127969E-1,-1.776497602E0,9.785101891E0
4.652135988E1,-5.243301988E-1,-1.817199111E0,9.737217903E0
4.653140011E1,-5.171475410E-1,-1.831564307E0,9.684545517E0
4.654147085E1,-5.195417404E-1,-1.841141105E0,9.696516991E0
4.655151108E1,-5.219359994E-1,-1.829170108E0,9.672574997E0
4.656155131E1,-5.291185975E-1,-1.833958507E0,9.674968719E0
4.657162206E1,-4.932055473E-1,-1.833958507E0,9.670180321E0
4.658166229E1,-5.482721925E-1,-1.903390408E0,9.710882187E0
4.659173304E1,-5.793967843E-1,-1.956062794E0,9.773131371E0
4.660177327E1,-5.434837937E-1,-1.944091797E0,9.864110947E0
4.661184401E1,-5.410895944E-1,-1.960851192E0,9.832986832E0
4.662188424E1,-5.171475410E-1,-1.996764183E0,9.629479408E0
4.663192447E1,-5.267243981E-1,-1.989581585E0,9.478644371E0
4.664199522E1,-5.291185975E-1,-2.006340981E0,9.390059471E0
4.665203545E1,-5.386953950E-1,-2.037465572E0,9.428366661E0
4.666210620E1,-5.195417404E-1,-2.001552582E0,9.651026726E0
4.667214642E1,-5.219359994E-1,-2.015917778E0,9.840168953E0
4.668218665E1,-5.003881454E-1,-1.994369984E0,9.914389610E0
4.669225740E1,-5.291185975E-1,-1.963245392E0,9.880870819E0
4.670229763E1,-5.243301988E-1,-1.965639591E0,9.785101891E0
4.671236838E1,-5.530605912E-1,-1.982398987E0,9.655815125E0
4.672240861E1,-5.219359994E-1,-1.996764183E0,9.543288231E0
4.673247935E1,-5.267243981E-1,-1.991975784E0,9.507374763E0
4.674251958E1,-5.793967843E-1,-1.987187386E0,9.538499832E0
4.675255981E1,-5.339069963E-1,-2.008735180E0,9.610325813E0
4.676263056E1,-5.482721925E-1,-1.987187386E0,9.679757118E0
4.677267079E1,-5.530605912E-1,-1.991975784E0,9.734824181E0
4.678271102E1,-5.434837937E-1,-1.996764183E0,9.694122314E0
4.679278176E1,-5.267243981E-1,-2.013523579E0,9.651026726E0
4.680282199E1,-5.123591423E-1,-2.049436569E0,9.583989143E0
4.681289274E1,-4.836287498E-1,-2.090138197E0,9.653421402E0
4.682293297E1,-4.955997467E-1,-2.116474390E0,9.696516991E0
4.683300372E1,-5.267243981E-1,-2.145204782E0,9.730035782E0
4.684304395E1,-5.506663918E-1,-2.181117773E0,9.682151794E0
4.685308418E1,-5.219359994E-1,-2.178723574E0,9.545681953E0
4.686315492E1,-5.267243981E-1,-2.145204782E0,9.528923035E0
4.687319515E1,-5.458779931E-1,-2.145204782E0,9.591172218E0
4.688326590E1,-5.123591423E-1,-2.123656988E0,9.636661530E0
4.689330613E1,-5.626373887E-1,-2.123656988E0,9.545681953E0
4.690334636E1,-5.578489900E-1,-2.126051188E0,9.421183586E0
4.691341710E1,-5.339069963E-1,-2.149993181E0,9.344569206E0
4.692345734E1,-5.339069963E-1,-2.145204782E0,9.488221169E0
4.693352808E1,-5.506663918E-1,-2.149993181E0,9.713275909E0
4.694356831E1,-5.458779931E-1,-2.185906172E0,9.844957352E0
4.695360854E1,-5.099649429E-1,-2.236184359E0,9.816226959E0
4.696367929E1,-5.147533417E-1,-2.255337954E0,9.727641106E0
4.697371952E1,-5.315127969E-1,-2.274491549E0,9.543288231E0
4.698379026E1,-5.051765442E-1,-2.298433542E0,9.442731857E0
4.699383049E1,-5.315127969E-1,-2.312798738E0,9.421183586E0
4.700387072E1,-5.650315881E-1,-2.286462545E0,9.516951561E0
4.701394147E1,-5.961562395E-1,-2.274491549E0,9.682151794E0
4.702398170E1,-6.009446383E-1,-2.279279947E0,9.751583099E0
4.703405245E1,-5.793967843E-1,-2.288856745E0,9.715670586E0
4.704409268E1,-5.674257874E-1,-2.310404539E0,9.715670586E0
4.705416342E1,-5.530605912E-1,-2.341529369E0,9.765948296E0
4.706420365E1,-5.602431893E-1,-2.387019157E0,9.777919769E0
4.707424388E1,-5.434837937E-1,-2.398990154E0,9.725247383E0
4.708431463E1,-5.195417404E-1,-2.391807556E0,9.672574997E0
4.709435486E1,-5.530605912E-1,-2.413355350E0,9.624691010E0
4.710442560E1,-5.339069963E-1,-2.401384354E0,9.593565941E0
4.711446583E1,-5.770025849E-1,-2.387019157E0,9.593565941E0
4.712450606E1,-5.578489900E-1,-2.372653961E0,9.598354340E0
4.713457681E1,-5.506663918E-1,-2.389413357E0,9.653421402E0
4.714461704E1,-5.482721925E-1,-2.379836559E0,9.722852707E0
4.715468779E1,-5.291185975E-1,-2.370259762E0,9.734824181E0
4.716472802E1,-5.339069963E-1,-2.391807556E0,9.679757118E0
4.717479876E1,-5.482721925E-1,-2.401384354E0,9.574412346E0
4.718483899E1,-5.913678408E-1,-2.389413357E0,9.521739960E0
4.719487922E1,-6.224924326E-1,-2.367865562E0,9.512163162E0
4.720494997E1,-5.386953950E-1,-2.406172752E0,9.619902611E0
4.721499020E1,-5.937620401E-1,-2.403778553E0,9.581595421E0
4.722506094E1,-5.219359994E-1,-2.473210335E0,9.591172218E0
4.723510118E1,-5.482721925E-1,-2.516305923E0,9.727641106E0
4.724514141E1,-5.003881454E-1,-2.521094322E0,9.787496567E0
4.725521215E1,-5.722141862E-1,-2.552218914E0,9.758766174E0
4.726525238E1,-6.177040339E-1,-2.542642117E0,9.461885452E0
4.727532313E1,-5.746083856E-1,-2.518700123E0,9.229647636E0
4.728536336E1,-5.817909837E-1,-2.485181332E0,9.205705643E0
4.729543410E1,-5.650315881E-1,-2.461239338E0,9.344569206E0
4.730547433E1,-5.650315881E-1,-2.446874142E0,9.648633003E0
4.731551456E1,-5.482721925E-1,-2.451662540E0,9.935936928E0
4.732558531E1,-5.458779931E-1,-2.451662540E0,9.979032516E0
4.733562554E1,-5.363011956E-1,-2.449268341E0,9.730035782E0
4.734569629E1,-5.578489900E-1,-2.437297344E0,9.430760384E0
4.735573652E1,-5.626373887E-1,-2.442085743E0,9.265560150E0
4.736577675E1,-5.554547906E-1,-2.403778553E0,9.299078941E0
4.737584749E1,-5.602431893E-1,-2.406172752E0,9.437943459E0
4.738588772E1,-5.626373887E-1,-2.403778553E0,9.536105156E0
4.739595847E1,-5.770025849E-1,-2.401384354E0,9.619902611E0
4.740599870E1,-5.937620401E-1,-2.384624958E0,9.665391922E0
4.741606945E1,-5.434837937E-1,-2.363077164E0,9.595960617E0
4.742610968E1,-5.339069963E-1,-2.324769735E0,9.555258751E0
4.743618042E1,-5.147533417E-1,-2.327163935E0,9.493009567E0
4.744622065E1,-4.932055473E-1,-2.358288765E0,9.538499832E0
4.745626088E1,-4.764461517E-1,-2.389413357E0,9.619902611E0
4.746633163E1,-4.620809257E-1,-2.358288765E0,9.706093788E0
4.747637186E1,-4.716577232E-1,-2.336740971E0,9.708487511E0
4.748644260E1,-4.932055473E-1,-2.322375536E0,9.651026726E0
4.749648283E1,-5.339069963E-1,-2.308010340E0,9.607931137E0
4.750655358E1,-5.530605912E-1,-2.296039343E0,9.519346237E0
4.751659381E1,-5.386953950E-1,-2.250549555E0,9.464279175E0
4.752663404E1,-5.482721925E-1,-2.229001760E0,9.473855972E0
4.753670479E1,-5.339069963E-1,-2.207453966E0,9.560047150E0
4.754674502E1,-5.243301988E-1,-2.193088770E0,9.667786598E0
4.755681576E1,-5.219359994E-1,-2.173935175E0,9.742006302E0
4.756685599E1,-5.075707436E-1,-2.173935175E0,9.732429504E0
4.757689622E1,-5.075707436E-1,-2.152387381E0,9.696516991E0
4.758696697E1,-5.195417404E-1,-2.140416384E0,9.646238327E0
4.759700720E1,-5.027823448E-1,-2.085349798E0,9.629479408E0
4.760707794E1,-4.955997467E-1,-2.080561161E0,9.646238327E0
4.761711817E1,-4.860229492E-1,-2.078166962E0,9.653421402E0
4.762718892E1,-4.788403511E-1,-2.049436569E0,9.648633003E0
4.763722915E1,-4.764461517E-1,-2.023100376E0,9.651026726E0
4.764726938E1,-5.051765442E-1,-2.035071373E0,9.636661530E0
4.765734013E1,-5.003881454E-1,-2.003946781E0,9.629479408E0
4.766738036E1,-5.147533417E-1,-1.963245392E0,9.636661530E0
4.767745110E1,-5.267243981E-1,-1.927332401E0,9.655815125E0
4.768749133E1,-4.932055473E-1,-1.934514999E0,9.672574997E0
4.769753156E1,-4.716577232E-1,-1.946485996E0,9.679757118E0
4.770760231E1,-4.788403511E-1,-1.932120800E0,9.715670586E0
4.771764254E1,-4.596867263E-1,-1.941697598E0,9.718064308E0
4.772771329E1,-4.572925270E-1,-1.956062794E0,9.684545517E0
4.773775352E1,-4.596867263E-1,-1.944091797E0,9.684545517E0
4.774779374E1,-4.716577232E-1,-1.910573006E0,9.698910713E0
4.775786449E1,-5.003881454E-1,-1.869871497E0,9.662998199E0
4.776790472E1,-4.501099288E-1,-1.845929503E0,9.560047150E0
4.777797547E1,-4.525041282E-1,-1.845929503E0,9.629479408E0
4.778801570E1,-4.405331016E-1,-1.776497602E0,9.780313492E0
4.779808644E1,-4.309563041E-1,-1.750161409E0,9.861717224E0
4.780812667E1,-4.668693244E-1,-1.738190413E0,9.866505623E0
4.781816690E1,-4.381389022E-1,-1.723825216E0,9.797073364E0
4.782823765E1,-4.381389022E-1,-1.742978811E0,9.739612579E0
4.783827788E1,-4.261679053E-1,-1.709460020E0,9.701305389E0
4.784834863E1,-4.165911078E-1,-1.697489023E0,9.610325813E0
4.785838886E1,-4.022258818E-1,-1.678335428E0,9.605537415E0
4.786842908E1,-4.189853072E-1,-1.618480325E0,9.739612579E0
4.787849983E1,-3.782838583E-1,-1.589749932E0,9.897629738E0
4.788854006E1,-4.094084799E-1,-1.584961534E0,9.995792389E0
4.789861081E1,-4.285621047E-1,-1.620874524E0,9.797073364E0
4.790865104E1,-4.477157295E-1,-1.661576033E0,9.552865028E0
4.791872178E1,-4.692635238E-1,-1.666364431E0,9.409213066E0
4.792876201E1,-4.309563041E-1,-1.654393315E0,9.488221169E0
4.793880224E1,-3.998316824E-1,-1.630451322E0,9.698910713E0
4.794887299E1,-4.070142806E-1,-1.606509328E0,9.947908401E0
4.795891322E1,-3.950432837E-1,-1.558625340E0,1.011550236E1
4.796898397E1,-3.854664862E-1,-1.534683347E0,1.011310768E1
4.797902420E1,-3.998316824E-1,-1.529894829E0,9.947908401E0
4.798909494E1,-4.333505034E-1,-1.503558636E0,9.770736694E0
4.799913517E1,-4.429273009E-1,-1.477222443E0,9.662998199E0
4.800917540E1,-4.285621047E-1,-1.484405041E0,9.636661530E0
4.801924615E1,-4.453215301E-1,-1.496376038E0,9.646238327E0
4.802928638E1,-4.501099288E-1,-1.453280449E0,9.672574997E0
4.803935712E1,-4.189853072E-1,-1.422155857E0,9.689333916E0
4.804939736E1,-4.189853072E-1,-1.410184860E0,9.725247383E0
4.805943758E1,-3.998316824E-1,-1.400607944E0,9.823410034E0
4.806950833E1,-4.165911078E-1,-1.403002143E0,9.844957352E0
4.807954856E1,-4.118026793E-1,-1.424550056E0,9.816226959E0
4.808961931E1,-3.998316824E-1,-1.438915253E0,9.780313492E0
4.809965954E1,-3.974374831E-1,-1.448492050E0,9.821015358E0
4.810969977E1,-3.950432837E-1,-1.417367458E0,9.849745750E0
4.811977051E1,-4.070142806E-1,-1.407790542E0,9.859322548E0
4.812981074E1,-4.213795066E-1,-1.379060149E0,9.804255486E0
4.813988149E1,-3.950432837E-1,-1.359906554E0,9.718064308E0
4.814992172E1,-3.998316824E-1,-1.350329757E0,9.665391922E0
4.815996195E1,-4.141969085E-1,-1.328781962E0,9.713275909E0
4.817003270E1,-4.285621047E-1,-1.323993564E0,9.797073364E0
4.818007293E1,-3.399766386E-1,-1.316810966E0,9.933543205E0
4.819014367E1,-4.165911078E-1,-1.288080573E0,9.859322548E0
4.820018390E1,-3.615244627E-1,-1.225831270E0,9.801861763E0
4.821022413E1,-3.687070608E-1,-1.242590666E0,9.864110947E0
4.822029488E1,-4.309563041E-1,-1.216254473E0,9.801861763E0
4.823033511E1,-3.615244627E-1,-1.221042871E0,9.849745750E0
4.824040585E1,-4.285621047E-1,-1.237802267E0,9.801861763E0
4.825044608E1,-3.615244627E-1,-1.247379065E0,9.785101891E0
4.826051683E1,-4.141969085E-1,-1.242590666E0,9.813833237E0
4.827055706E1,-4.094084799E-1,-1.192312479E0,9.758766174E0
4.828059729E1,-3.734954596E-1,-1.189918280E0,9.756371498E0
4.829066804E1,-3.902548850E-1,-1.177947283E0,9.816226959E0
4.830070827E1,-3.950432837E-1,-1.168370485E0,9.837775230E0
4.831077901E1,-3.998316824E-1,-1.125274777E0,9.813833237E0
4.832081924E1,-4.141969085E-1,-1.130063176E0,9.804255486E0
4.833088999E1,-4.189853072E-1,-1.106121182E0,9.818621635E0
4.834093022E1,-4.285621047E-1,-1.130063176E0,9.782708168E0
4.835097045E1,-4.261679053E-1,-1.108515382E0,9.809044838E0
4.836104120E1,-4.118026793E-1,-1.096544385E0,9.830592155E0
4.837108142E1,-4.189853072E-1,-1.077390790E0,9.825803757E0
4.838115217E1,-4.189853072E-1,-1.096544385E0,9.813833237E0
4.839119240E1,-4.022258818E-1,-1.036689281E0,9.835380554E0
4.840126315E1,-4.237737060E-1,-1.034295082E0,9.842563629E0
4.841130338E1,-3.974374831E-1,-1.039083481E0,9.832986832E0
4.842134361E1,-3.974374831E-1,-1.046266198E0,9.806650162E0
4.843141435E1,-3.854664862E-1,-1.024718285E0,9.799467087E0
4.844145458E1,-4.022258818E-1,-9.983820915E-1,9.842563629E0
4.845152533E1,-3.998316824E-1,-1.015141487E0,9.859322548E0
4.846156556E1,-3.926490843E-1,-9.888052940E-1,9.832986832E0
4.847160579E1,-3.782838583E-1,-9.624691010E-1,9.849745750E0
4.848167654E1,-3.543418646E-1,-9.528923035E-1,9.856928825E0
4.849171676E1,-4.094084799E-1,-9.241618514E-1,9.821015358E0
4.850178751E1,-4.237737060E-1,-9.002198577E-1,9.787496567E0
4.851182774E1,-3.591302633E-1,-9.265560508E-1,9.770736694E0
4.852189849E1,-3.998316824E-1,-9.313444495E-1,9.811438560E0
4.853193872E1,-3.782838583E-1,-9.313444495E-1,9.828198433E0
4.854197895E1,-3.758896589E-1,-9.265560508E-1,9.840168953E0
4.855204969E1,-3.734954596E-1,-8.954314590E-1,9.904812813E0
4.856208992E1,-3.830722570E-1,-8.523358107E-1,9.880870819E0
4.857216067E1,-3.711012602E-1,-8.283938169E-1,9.859322548E0
4.858220090E1,-3.830722570E-1,-8.140285611E-1,9.844957352E0
4.859227165E1,-4.022258818E-1,-7.972691655E-1,9.825803757E0
4.860231188E1,-3.878606856E-1,-8.164227605E-1,9.777919769E0
4.861235211E1,-3.974374831E-1,-8.427590132E-1,9.746794701E0
4.862242285E1,-3.782838583E-1,-8.523358107E-1,9.785101891E0
4.863246308E1,-3.663128614E-1,-8.475474119E-1,9.991003990E0
4.864253383E1,-3.543418646E-1,-8.331822157E-1,1.004846478E1
4.865257406E1,-3.734954596E-1,-8.331822157E-1,9.926360130E0
4.866261429E1,-3.758896589E-1,-8.571242094E-1,9.643844604E0
4.867268504E1,-4.022258818E-1,-8.547300100E-1,9.399636269E0
4.868272526E1,-4.046200812E-1,-8.212111592E-1,9.502586365E0
4.869279601E1,-3.782838583E-1,-8.020575643E-1,9.847352028E0
4.870283624E1,-3.639186621E-1,-7.757213712E-1,1.012986755E1
4.871287647E1,-3.567360640E-1,-7.565677166E-1,1.025675964E1
4.872294722E1,-3.375824392E-1,-7.038952708E-1,1.022084713E1
4.873298745E1,-3.519476354E-1,-7.110779285E-1,1.005325317E1
4.874305819E1,-3.663128614E-1,-6.775590777E-1,9.854534149E0
4.875309842E1,-3.782838583E-1,-6.871358752E-1,9.737217903E0
4.876313865E1,-4.070142806E-1,-6.751648784E-1,9.718064308E0
4.877320940E1,-4.118026793E-1,-6.799532771E-1,9.720458984E0
4.878324963E1,-4.189853072E-1,-6.679822803E-1,9.749189377E0
4.879332038E1,-3.950432837E-1,-6.416460276E-1,9.777919769E0
4.880336061E1,-4.022258818E-1,-6.416460276E-1,9.844957352E0
4.881340084E1,-3.998316824E-1,-6.536170840E-1,9.873687744E0
4.882347158E1,-3.830722570E-1,-6.703764796E-1,9.856928825E0
4.883351181E1,-3.663128614E-1,-6.991068721E-1,9.828198433E0
4.884358256E1,-3.591302633E-1,-6.967126727E-1,9.835380554E0
4.885362279E1,-3.782838583E-1,-7.134721279E-1,9.854534149E0
4.886366302E1,-3.806780577E-1,-6.871358752E-1,9.902418137E0
4.887373376E1,-3.854664862E-1,-6.679822803E-1,9.933543205E0
4.888377399E1,-3.758896589E-1,-6.607996821E-1,9.888052940E0
4.889384474E1,-3.663128614E-1,-6.224924326E-1,9.842563629E0
4.890388497E1,-3.806780577E-1,-6.153098345E-1,9.765948296E0
4.891392520E1,-3.806780577E-1,-6.248866320E-1,9.789890289E0
4.892399595E1,-3.998316824E-1,-6.129156351E-1,9.859322548E0
4.893403618E1,-3.902548850E-1,-5.961562395E-1,9.933543205E0
4.894410692E1,-3.663128614E-1,-5.793967843E-1,9.931148529E0
4.895414715E1,-3.734954596E-1,-5.434837937E-1,9.919178009E0
4.896421790E1,-3.519476354E-1,-5.482721925E-1,9.928754807E0
4.897425813E1,-3.375824392E-1,-5.410895944E-1,9.921571732E0
4.898429836E1,-3.639186621E-1,-5.147533417E-1,9.926360130E0
4.899436910E1,-3.711012602E-1,-5.267243981E-1,9.964667320E0
4.900440933E1,-3.950432837E-1,-5.195417404E-1,9.995792389E0
4.901448008E1,-3.926490843E-1,-5.243301988E-1,9.988609314E0
4.902452031E1,-4.118026793E-1,-5.051765442E-1,9.971850395E0
4.903456054E1,-3.950432837E-1,-5.267243981E-1,9.921571732E0
4.904463129E1,-3.998316824E-1,-5.219359994E-1,9.880870819E0
4.905467152E1,-4.381389022E-1,-5.267243981E-1,9.739612579E0
4.906474226E1,-4.453215301E-1,-5.650315881E-1,9.639056206E0
4.907478249E1,-4.381389022E-1,-5.817909837E-1,9.536105156E0
4.908482272E1,-4.453215301E-1,-6.488286853E-1,9.574412346E0
4.909489347E1,-4.572925270E-1,-7.254431248E-1,9.670180321E0
4.910493370E1,-4.740519226E-1,-8.188169599E-1,9.797073364E0
4.911500445E1,-4.237737060E-1,-8.882488012E-1,9.883264542E0
4.912504468E1,-4.213795066E-1,-9.217676520E-1,9.911994934E0
4.913511542E1,-4.644751251E-1,-9.935936928E-1,9.911994934E0
4.914515565E1,-4.620809257E-1,-1.046266198E0,9.842563629E0
4.915519588E1,-4.094084799E-1,-1.074996591E0,9.856928825E0
4.916526663E1,-4.477157295E-1,-1.101332784E0,9.876082420E0
4.917530686E1,-4.572925270E-1,-1.086967587E0,9.902418137E0
4.918537760E1,-4.237737060E-1,-1.058237195E0,9.907206535E0
4.919541783E1,-4.884171486E-1,-1.027112484E0,9.856928825E0
4.920545806E1,-4.572925270E-1,-9.409212470E-1,9.837775230E0
4.921552881E1,-4.620809257E-1,-9.361328483E-1,9.856928825E0
4.922556904E1,-4.836287498E-1,-8.690952063E-1,9.816226959E0
4.923563979E1,-4.716577232E-1,-8.451532125E-1,9.911994934E0
4.924568002E1,-5.434837937E-1,-8.379706144E-1,9.804255486E0
4.925575076E1,-4.525041282E-1,-8.188169599E-1,9.825803757E0
4.926579099E1,-5.219359994E-1,-8.427590132E-1,9.799467087E0
4.927583122E1,-5.003881454E-1,-8.355764151E-1,9.794678688E0
4.928590197E1,-4.333505034E-1,-8.619126081E-1,9.931148529E0
4.929594220E1,-4.788403511E-1,-8.858546019E-1,9.935936928E0
4.930601295E1,-4.812345505E-1,-9.121908545E-1,9.907206535E0
4.931605317E1,-5.027823448E-1,-9.696516991E-1,9.849745750E0
4.932612392E1,-5.171475410E-1,-1.034295082E0,9.830592155E0
4.933616415E1,-5.147533417E-1,-1.077390790E0,9.821015358E0
4.934620438E1,-5.099649429E-1,-1.132457376E0,9.763554573E0
4.935627513E1,-5.051765442E-1,-1.221042871E0,9.660603523E0
4.936631536E1,-5.003881454E-1,-1.259350061E0,9.622296333E0
4.937638610E1,-4.884171486E-1,-1.280897856E0,9.797073364E0
4.938642633E1,-4.070142806E-1,-1.307234168E0,1.002452278E1
4.939646656E1,-4.596867263E-1,-1.371877551E0,9.909601212E0
4.940653731E1,-4.477157295E-1,-1.419761658E0,9.670180321E0
4.941657754E1,-5.099649429E-1,-1.455674648E0,9.428366661E0
4.942664829E1,-5.219359994E-1,-1.458068848E0,9.488221169E0
4.943668852E1,-4.812345505E-1,-1.436521053E0,9.725247383E0
4.944675926E1,-4.716577232E-1,-1.374271750E0,9.916783333E0
4.945679949E1,-4.908113480E-1,-1.379060149E0,1.007001209E1
4.946683972E1,-5.123591423E-1,-1.347935557E0,1.004846478E1
4.947691047E1,-5.003881454E-1,-1.314416766E0,9.926360130E0
4.948695070E1,-5.123591423E-1,-1.268926859E0,9.751583099E0
4.949702144E1,-5.506663918E-1,-1.252167463E0,9.677363396E0
4.950706167E1,-5.267243981E-1,-1.271321058E0,9.672574997E0
4.951713242E1,-5.363011956E-1,-1.312022567E0,9.701305389E0
4.952717265E1,-5.434837937E-1,-1.302445769E0,9.713275909E0
4.953721288E1,-5.075707436E-1,-1.312022567E0,9.713275909E0
4.954728363E1,-5.267243981E-1,-1.314416766E0,9.773131371E0
4.955732386E1,-5.051765442E-1,-1.326387763E0,9.818621635E0
4.956739460E1,-5.051765442E-1,-1.350329757E0,9.854534149E0
4.957743483E1,-4.884171486E-1,-1.393425345E0,9.818621635E0
4.958747506E1,-5.147533417E-1,-1.412579060E0,9.744400978E0
4.959754581E1,-5.027823448E-1,-1.438915253E0,9.720458984E0
4.960758604E1,-5.027823448E-1,-1.429338455E0,9.806650162E0
4.961765678E1,-5.123591423E-1,-1.441309452E0,9.837775230E0
4.962769701E1,-5.243301988E-1,-1.460463047E0,9.859322548E0
4.963776776E1,-5.219359994E-1,-1.484405041E0,9.799467087E0
4.964780799E1,-5.291185975E-1,-1.486799240E0,9.718064308E0
4.965787874E1,-4.908113480E-1,-1.513135433E0,9.670180321E0
4.966791897E1,-4.979939461E-1,-1.537077546E0,9.646238327E0
4.967795920E1,-4.860229492E-1,-1.532289028E0,9.706093788E0
4.968802994E1,-4.860229492E-1,-1.537077546E0,9.765948296E0
4.969807017E1,-5.075707436E-1,-1.541865945E0,9.818621635E0
4.970814092E1,-5.027823448E-1,-1.525106430E0,9.799467087E0
4.971818115E1,-5.123591423E-1,-1.508347034E0,9.758766174E0
4.972822138E1,-5.386953950E-1,-1.537077546E0,9.722852707E0
4.973829212E1,-5.147533417E-1,-1.582567334E0,9.718064308E0
4.974833236E1,-4.979939461E-1,-1.589749932E0,9.765948296E0
4.975840310E1,-5.410895944E-1,-1.587355733E0,9.753977776E0
4.976844333E1,-5.243301988E-1,-1.596932530E0,9.698910713E0
4.977848356E1,-5.099649429E-1,-1.640028119E0,9.679757118E0
4.978855431E1,-5.171475410E-1,-1.666364431E0,9.691728592E0
4.979859454E1,-5.363011956E-1,-1.623268723E0,9.720458984E0
4.980866528E1,-5.243301988E-1,-1.635239720E0,9.742006302E0
4.981870551E1,-5.602431893E-1,-1.649604917E0,9.734824181E0
4.982877626E1,-5.315127969E-1,-1.620874524E0,9.713275909E0
4.983881649E1,-5.171475410E-1,-1.647210717E0,9.732429504E0
4.984885672E1,-5.291185975E-1,-1.654393315E0,9.782708168E0
4.985892747E1,-5.339069963E-1,-1.623268723E0,9.856928825E0
4.986896770E1,-5.219359994E-1,-1.642422318E0,9.801861763E0
4.987903844E1,-5.434837937E-1,-1.632845521E0,9.722852707E0
4.988907867E1,-5.386953950E-1,-1.640028119E0,9.674968719E0
4.989911890E1,-5.410895944E-1,-1.613691926E0,9.672574997E0
4.990918965E1,-5.267243981E-1,-1.651999116E0,9.751583099E0
4.991922988E1,-5.506663918E-1,-1.644816518E0,9.730035782E0
4.992930062E1,-5.386953950E-1,-1.628057122E0,9.703699112E0
4.993934086E1,-5.578489900E-1,-1.630451322E0,9.725247383E0
4.994938108E1,-5.482721925E-1,-1.630451322E0,9.730035782E0
