"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.318504240E0,1.150178164E-2,2.956926823E-3,-1.126184464E-1
2.334464933E0,-2.295630053E-2,-3.914409876E-2,8.353042603E-2
2.350395109E0,-6.505534798E-2,-2.432712913E-2,2.223081589E-1
2.366386320E0,-1.640592888E-2,2.076536417E-2,2.559127808E-1
2.382377531E0,3.205687925E-2,5.584940314E-2,1.220855713E-1
2.398368742E0,3.343882412E-2,6.703552604E-2,-1.362361908E-1
2.414329435E0,-1.688695326E-2,5.529609323E-2,-2.391176224E-1
2.430290129E0,-6.210883707E-2,2.431720495E-2,-1.482954025E-1
2.446250822E0,-7.397453487E-2,-1.199930906E-2,4.055976868E-2
2.462211515E0,-3.299937397E-2,-5.202472210E-2,1.265125275E-1
2.478233244E0,-6.137691904E-3,-6.498707831E-2,7.133102417E-2
2.494193937E0,2.149762120E-3,-7.220804691E-2,-7.678031921E-3
2.510154631E0,1.042134780E-2,-3.693372011E-2,-4.117774963E-2
2.526054289E0,-1.112034172E-2,1.095464826E-2,-3.639030457E-2
2.542014982E0,-9.273560718E-3,5.961805582E-2,3.062629700E-2
2.557914640E0,-1.723751612E-2,1.055074036E-1,6.892204285E-2
2.573905851E0,-1.978564635E-2,1.255806088E-1,7.135963440E-2
2.589927580E0,-1.953153126E-2,9.365734458E-2,1.878166199E-2
2.605888273E0,-9.835245088E-3,5.183199048E-2,-4.814910889E-2
2.621879484E0,-1.204414479E-2,-1.025488973E-2,-2.174568176E-2
2.637809660E0,4.991300404E-3,-1.842388511E-2,5.968856812E-2
2.653800871E0,1.311573014E-2,-2.923911810E-2,9.803295135E-2
2.669822599E0,-2.045655623E-3,-3.665658832E-2,6.459426880E-2
2.685813810E0,-1.522541605E-2,-3.448832035E-2,-5.024623871E-2
2.701805021E0,-1.091719978E-2,-1.065397263E-2,-1.388282776E-1
2.717735197E0,-7.724002469E-3,4.928529263E-3,-1.221809387E-1
2.733726408E0,1.798466966E-2,1.758047938E-2,6.679344177E-2
2.749717619E0,3.478311934E-3,2.019158006E-2,2.486734390E-1
2.765708830E0,-3.045182116E-2,1.829558611E-2,1.841611862E-1
2.781700041E0,-2.827147022E-2,-4.111230373E-3,-3.585624695E-2
2.797660734E0,-1.708140969E-2,1.816660166E-2,-1.050825119E-1
2.813651945E0,-2.669144049E-2,3.713813424E-2,-2.463321686E-1
2.829673674E0,3.679110110E-2,5.220901966E-2,-7.419872284E-2
2.845603849E0,5.729373544E-2,5.570602417E-2,4.186801910E-1
2.861564543E0,3.034645133E-2,-3.861814737E-3,2.462205887E-1
2.877464201E0,-9.600302204E-3,-4.338213801E-2,-3.330650330E-1
2.893455412E0,-3.388452157E-2,-5.426692963E-2,-4.719648361E-1
2.909446623E0,-4.640007764E-2,-2.963292599E-2,-2.041215897E-1
2.925437834E0,-9.312366694E-2,3.642356396E-2,3.916559219E-1
2.941429045E0,-8.000441641E-2,5.849832296E-2,7.315530777E-1
2.957359220E0,-7.640877273E-3,8.746320009E-2,3.393020630E-1
2.973350431E0,3.865206242E-2,6.161394715E-2,-3.112144470E-1
2.989372160E0,6.362813525E-3,4.353788495E-2,-5.692834854E-1
3.005332853E0,-3.201502189E-2,1.945617795E-2,-2.699995041E-1
3.021324064E0,-7.200403512E-2,-1.511323452E-2,9.364509583E-2
3.037345793E0,-5.826534331E-2,-7.774181664E-2,2.993326187E-1
3.053306486E0,-2.922889590E-2,-9.492933750E-2,1.987886429E-1
3.069328215E0,-9.130747989E-3,-6.244298816E-2,-4.763126373E-2
3.085319426E0,1.888439432E-2,-7.900804281E-3,-1.504144669E-1
3.101310636E0,8.162936196E-3,8.098700643E-2,-3.542613983E-2
3.117240812E0,-9.008303285E-3,1.018399000E-1,5.846958160E-1
3.133232023E0,-4.413115606E-2,1.271704435E-1,-2.675285339E-1
3.149253752E0,1.674052887E-2,8.254349232E-4,-1.332359314E-1
3.165244963E0,4.708658159E-2,3.213384748E-2,-3.270111084E-1
3.181236174E0,-1.445338689E-2,-4.390048981E-2,-4.611043930E-1
3.197135832E0,-1.201793179E-2,-1.987981796E-2,4.917068481E-1
3.213127043E0,-2.081319690E-2,1.426616311E-2,6.114797592E-1
3.229118254E0,-1.289743278E-2,4.988211393E-2,1.352949142E-1
3.245109465E0,1.399482042E-2,5.084639788E-2,-1.753997803E-2
3.261100676E0,-1.577030867E-3,2.462205291E-2,-9.141063690E-2
3.277000334E0,-2.824051306E-2,-2.422124147E-3,-8.641719818E-2
3.292961027E0,-1.609802991E-2,-3.832876682E-2,-5.041313171E-2
3.308921720E0,-1.402838156E-2,-1.737511158E-2,2.861881256E-2
3.324943449E0,-3.846521303E-2,-2.071273327E-2,5.268859863E-2
3.340965178E0,-3.097443655E-2,-1.596665382E-2,1.696109772E-2
3.356986906E0,-1.160621643E-2,-1.570606232E-2,3.877925873E-2
3.372947599E0,4.903016612E-3,2.386432886E-2,4.629421234E-2
3.388969328E0,-1.253918745E-2,3.192591667E-2,5.622673035E-2
3.404899504E0,-5.843201652E-3,4.747909307E-2,-3.277778625E-3
3.420890715E0,-3.492932022E-2,6.852069497E-2,-2.928638458E-2
3.436912443E0,-4.285385460E-2,5.950942636E-2,-7.448959351E-2
3.452903654E0,-4.699503630E-2,3.838050365E-2,-9.823608398E-2
3.468894865E0,-1.684137806E-2,3.080046177E-2,2.160072327E-2
3.484825041E0,2.284670249E-3,-4.397630692E-3,1.606454849E-1
3.500785734E0,-1.199977193E-2,-1.056042314E-2,1.514549255E-1
3.516807463E0,-2.855812944E-2,-2.641347051E-2,3.682041168E-2
3.532768156E0,-2.450172603E-2,-6.767153740E-3,-8.668136597E-2
3.548789885E0,-4.044916853E-2,-5.481809378E-3,-1.531839371E-1
3.564781095E0,-2.185735479E-2,2.035054564E-2,-1.002397537E-1
3.580741789E0,1.323441789E-2,6.161499023E-2,2.494096756E-1
3.596763517E0,4.962890223E-2,7.167655230E-2,2.904548645E-1
3.612724211E0,4.459714890E-2,2.083623409E-2,-1.111145020E-1
3.628715422E0,2.348457649E-2,-2.583706379E-2,-3.930644989E-1
3.644615080E0,-1.086649299E-2,-1.559913158E-2,-3.498830795E-1
3.660545256E0,-6.427089870E-2,2.907639742E-2,1.130580902E-2
3.676505949E0,-1.086853594E-1,5.371826887E-2,4.731035233E-1
3.692497160E0,-6.241887808E-2,8.713281155E-2,5.046091080E-1
3.708518888E0,-5.377799273E-3,8.383601904E-2,1.369781494E-1
3.724510099E0,4.048140720E-2,5.734139681E-2,-2.136163712E-1
3.740470793E0,-1.125924662E-2,1.383960247E-2,-3.131647110E-1
3.756492521E0,-6.824675202E-2,3.514826298E-3,-1.714277267E-1
3.772453215E0,-4.843580350E-2,-2.963739634E-2,4.896831512E-2
3.788444426E0,-4.050776735E-2,-3.438884020E-2,1.640405655E-1
3.804405119E0,-2.981843427E-2,-2.829688787E-2,1.117315292E-1
3.820365812E0,-1.776043698E-2,1.534759998E-3,-2.756118774E-4
3.836387541E0,-2.609087713E-2,3.383529186E-2,-4.045867920E-2
3.852348234E0,-1.368436031E-2,6.272482872E-2,1.265525818E-2
3.868369963E0,-1.800302789E-2,6.554913521E-2,5.618095398E-2
3.884361174E0,-7.148865610E-3,5.045294762E-2,-4.626274109E-2
